country,page_num,plot_num,region,plot_name,asterisk,date,value,headline
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-20,-27.882,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-21,-33.656,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-22,-58.721,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-23,-32.443,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-24,-25.129,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-25,-37.623,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-26,-34.620,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-27,-33.480,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-28,-43.522,+41%
"Poland  April 5, 2020",1,2,"Poland  April 5, 2020",Grocery & pharmacy,False,2020-03-29,40.614,+41%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-16,-29.650,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-17,-3.871,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-18,4.951,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-19,3.206,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-20,3.992,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-21,-1.120,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-22,8.450,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-23,30.030,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-24,-6.246,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-25,0.078,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-26,4.739,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-27,22.415,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-28,-1.797,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-02-29,2.929,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-01,36.196,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-02,7.661,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-03,15.422,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-04,4.440,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-05,-12.848,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-06,-28.692,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-07,-29.054,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-08,-16.628,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-09,-20.302,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-10,4.834,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-11,14.027,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-12,-3.432,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-13,-31.151,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-14,-42.853,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-15,-47.136,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-16,-37.403,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-17,-28.786,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-18,-41.188,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-19,-34.508,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-20,-30.332,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-21,-9.465,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-22,-59.259,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-23,-48.303,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-24,-45.679,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-25,-49.738,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-26,-48.148,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-27,-55.700,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-28,-56.190,-59%
"Poland  April 5, 2020",1,3,"Poland  April 5, 2020",Parks,False,2020-03-29,-59.378,-59%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-16,-1.944,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-17,2.572,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-18,4.657,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-19,3.444,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-20,5.268,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-21,4.559,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-22,1.228,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-23,9.672,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-24,3.132,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-25,2.081,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-26,3.883,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-27,6.543,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-28,3.166,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-02-29,0.259,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-01,13.009,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-02,3.220,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-03,2.612,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-04,-1.728,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-05,-20.909,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-06,-34.098,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-07,-39.402,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-08,-51.798,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-09,-51.596,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-10,-52.579,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-11,-51.870,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-12,-54.039,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-13,-57.798,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-14,-59.236,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-15,-65.751,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-16,-59.128,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-17,-58.328,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-18,-61.971,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-19,-61.694,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-20,-61.614,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-21,-55.923,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-22,-70.707,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-23,-63.955,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-24,-62.527,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-25,-63.603,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-26,-63.613,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-27,-64.656,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-28,-62.776,-68%
"Poland  April 5, 2020",2,4,"Poland  April 5, 2020",Transit stations,False,2020-03-29,-67.702,-68%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-16,-3.177,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-17,8.385,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-18,8.487,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-19,8.123,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-20,8.183,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-21,8.836,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-22,3.780,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-23,1.583,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-24,9.550,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-25,9.141,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-26,8.729,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-27,9.385,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-28,9.306,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-02-29,3.516,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-01,4.512,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-02,9.318,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-03,8.666,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-04,5.294,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-05,-12.183,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-06,-16.938,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-07,-13.814,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-08,-25.756,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-09,-33.232,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-10,-37.528,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-11,-39.215,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-12,-39.789,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-13,-39.092,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-14,-27.565,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-15,-33.248,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-16,-40.626,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-17,-42.125,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-18,-43.903,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-19,-44.209,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-20,-42.942,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-21,-28.562,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-22,-35.598,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-23,-43.832,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-24,-44.314,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-25,-45.594,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-26,-46.026,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-27,-44.879,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-28,-31.931,-27%
"Poland  April 5, 2020",2,5,"Poland  April 5, 2020",Workplaces,False,2020-03-29,-26.825,-27%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-16,1.271,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-17,-0.694,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-18,0.067,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-19,-0.376,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-20,-0.444,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-21,-0.752,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-22,0.601,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-23,0.568,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-24,-0.644,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-25,0.185,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-26,-0.457,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-27,-0.984,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-28,-0.755,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-02-29,0.411,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-01,-0.396,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-02,-0.843,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-03,-0.109,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-04,-0.166,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-05,5.986,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-06,9.906,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-07,10.143,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-08,10.107,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-09,15.206,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-10,16.863,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-11,16.417,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-12,17.260,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-13,19.243,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-14,13.954,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-15,12.350,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-16,18.268,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-17,19.374,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-18,20.331,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-19,20.498,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-20,21.010,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-21,12.445,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-22,12.809,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-23,19.730,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-24,20.553,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-25,20.646,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-26,20.893,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-27,22.261,+12%
"Poland  April 5, 2020",2,6,"Poland  April 5, 2020",Residential,False,2020-03-28,15.127,+12%
